1,1,0
9270326061404274416009816115110873783331968528555550822625511686548147753741,55685130062593835245858141820005867582164039780770581367081232513728810703209,52499662781101155122539089606989993098666717763754890065436822793755199243007
13285513355765032848608007757994968170555463887193139974160680299649680114348,52712178869741407163801509937876996754430817875661119169168107096939270701141,5080613571057154754715346630627491262386516560779046884893179967336041908194
51158818909199552476991568498416301382827309619887698433293296767116328329119,7480470177828360612434425103727411402790754330336323877127190962598940686253,57190861083289395454705062679804847186180391588989927224919679061785459808189
33574696030576724226752015883772613769676683845796812044863866094289582802807,24295348009221588147883574045220118385501189028314235438563609635976497142002,6951187807279526326392175907606374322349860703581788186593873406288084706987
32763870779397194324585642931803612605497273187547896720490081334840033743366,57743905000564452973743786248610230239276660786902957344384401840668890658777,47980934811928312799258540642709942590509776649278900794324136508874357321738
26391434675112707210434618308453961963875511510829731136551382350235768348474,41869740654513339897478231124336645388737243123379730456865520843916107786871,17147872926951881748606876705659624250303935888547400895982960670848045307002
13064931877252114408241480411741533708353896865452060320857122049288998538886,49861930226546822900550093424247580217367555582376674607882488124943160630061,50296133875171601692491349863310301196801528538944263412636745466218025638771
39377489804632646044468268859612187221534427649757179775064154010145280381813,1468446275149961701153322687997167823559037177768395770511158583555770228945,26599677413826734892944881239266165030906030168891445462660410595148993857828
12888368496703607940442417377577334183094529351366965033809009727600500729835,42682115724613421195396407373885597538596579005677405302006973917573162660218,47641526511988631722867960770843567676347384763534117666960620827433947604003
47349606066069039581864344107968500344671635179724668971852458393317016445916,13594055530464762388194056463690121466790993400704534986101606521164854086203,54605395016570319018646863428394088854703221299303927304361948054090535034525
51483608366094406551473420946435765754163320518434600928872887729653273962991,16612343331838885035877066051361257213611587581056124563673148593579168586090,51394162032548081690613825430249588020637240369497466376954687746736033945426
49109307768026661920465065775359736416950686819736519342733884635030819588102,27503003988653180523827290136163550002991160422711591765462234048087806137057,41276257319005672324993118027693620259048955485104920050438727332145496387721
9341865535675147299620586875514075979104767298553278005797346529863610830533,23411828241932185775257568574848568361230213447344536908281542408569797839623,51529639527882095377710050685211243959220016517131232701666480969440168471994
29691280946001829508808954735798473301540970387563714778878704749181970876382,26290629510910453529979591993575905984724840322881712503186055059712757775064,22982612991624916058806970539877102422554735730847753577201925556174075748589
54071467559593320544846594141018696478550218284535844017228851391919657342615,48801168666335854118623192550165325588276698676359576857854591156540186542880,51983432538611024563655076055105647989165048774460982165191794532156911536316
25574542407342217888733894962873969303661007237655447833942596605947938469158,3514876926219834976576030851392811970021996073180344468564320333432423988903,36380852404478024631118350041559980636310974115375471709901411819288408909074
56115378760294200612592014150736196711707245918064238976592323047942751751255,17343895496286090973229426535803497262324096704910612527626847826352808521935,25169417842051641086587835436803516852990446901690121167867782006302958066283
1153383631321404985870078350852710973754104494890289924182200715501782799072,16872998311690660923333005078716704209905027611380244207622283381439062146212,55612735241608605089298591427714572125666635335082875334128079413375501878203
26326149070785179501871846113712056163102255228661446600155951199440049569370,4577756283008617934431283537257286820461826676016190395000801612134367536493,36413737739768637920619380998742796787561924303521095785224305360797137955286
4308368158850408556720490422457446110024876968349098822799185613959283788818,7960125898927112189058473484050099448821116667612304924644695844331754318531,18415829843012324720243091887710273210533512799623150741713815344680379363523
14007774884072332800456733278507279202097087323761910312896491087420297050143,7942235687740665038007774575765055415741235562729004819631685727858919296789,17849850945464874407614637706575379520110988603551802602569418557871081239577
7033862066133215568144332527545551265402595450064578163278550272600092389339,50398537364297776372859014504087293749367854658558451674193029462623740902369,49490200836038822600801735356749872755280372416772510180184473636733067602854
10453010940710039574406510366997566000258507245538833234403317690174071128859,1188210631804089172515431418689049968940544349678146068209458178537149889327,48511496288802940739743559006699342146655429100585271926694110669126274885127
9270874196240758544062003354082985496719737286835705353088293148020865804723,14132043598805877528137445121805314639299430536033969873437342845745075965592,1601997326953875440454266530379266634411811993665364274241867457060494991246
22529776105651129056966452662828823801090576124441575697856524829517316416793,25717935846058303847317081701771291727283101983605402655745769246076262377873,126613036507444359250381514936597409605544220485168637774682957735199726288
20786737061217940456538481258813918286557501586079025228867282803814623274418,47148854467243035283383421972667036127837162193845338417188819756564754279003,50234413388019722502864338639988775866362918532166253589649107470596597308616
52229412908566348503604414620563531464380702195344572551745131860877632163962,43158887368253024837932296081165822243929530450852347916305327326792993627409,33405725734217349120982854818256121425140916300146464742255149649600614171377
15527097695660331910445647712733323029367937895065685379957327935569337706754,21523334641555016628313994719222972282969738957655147574769010446778418448351,20631391875736641502807366226461111729449813130267091498283498892884031715618
4694042488188519517318098422724210632696572678355942667410231717777854991299,42663943232780870577353305502919550721842975522223012812200649564823251972172,46609480167836004226894609984797497030123228275294734473991308358281573815752
17318968986590631523776739509470978715804364428915337676591788349441128862356,29895429069585792641134193427954468061360412641125053001327908830534936010424,52074419483908161467094068541055335291961509115763252318926719947036605723553
3086080067955839444855244755200549413608448734904843730051159404019239877561,54701041958997431897057830501728905035556911308992139106148461734323905238080,17352225266306472616310631742833449531457689571663080521284187088058347691348
10020549871223230767310401804348190955416182440942141233604144246892316611429,22144862350797580143607405144244345780995279317705144577131815131570949084132,21137983236534553422984921375963900503492367564334463977036842907048615305993
45914456847101697843947046349960422832804515642150957849478141071671355052141,13612668766753492456195160102417028620634237980701029988507740356011780326048,37990836557604147981528763597616273457829764069524576154592721190225073584586
2362928561324110911213783736326976887788155355971381755300617782273519447767,19203057206176091152387649700093361788575759271177058676114389000041773723487,41402772526760056886867936144181661493163185128651685855657283025628733557306
32444113206078777403211463020262317196680342747499135866376347502285393539286,45545008544189849136517938239851525059329176858720569351927686080628184900640,45065759018561828881739278971549389856470173869592044926167024056530017189387
39440576686146685844749728804822241298713931987080304222274773489275393079403,22737622612732760588238995856466886184374407718695333957186554458435765098196,19710207632301989883208565095015826100440985011770690334064062101303955033760
1380817185404737400401087051557343212285028392919522174082830397555612460348,4928772383373927115652388905643704859233943745339463605393568799817769040354,34942376413549928457434828231151768879064296933976105805348451689169983719449
52631167404475218976505059302341617586989147562579865935144009472641702858613,41277943440059565695313101507499066031685000683469988196150459025795763027683,3944264611627255803867009243699127602447334380860081914527254362505549634329
42969401522736959148631245648662419669777720258563282084552473055141932187590,45276614080508667399912029535991514814595642889730786087760978652572877162130,42619447728547535916918091910134273939032735927313623702576854350707045041217
15422446704880344261826058601808678371119796629549129406888505412676203797991,35268677841651899800183196837284040551049557689215322565330239365376888022610,14997044432899938732226526252676217235709901274882242476179761754316064586610
51726505495329977944760669043810834442860141879988008959729720817251684824155,27658525486307444967842946663230376086516189020730659009793487209226467063062,38840563446025405306348776489062186218262540213294407011852549699986587127574
21428989753884002769374883372774950708188825557638886350138844851114423998314,11981505076689925118688354179805741469103067639805003822892894603339944725833,56766881816893192333662062515730593530857064979444404674619385765045847741165
53030228863548830799544448359607567156517563923237154715710826136408295642732,14337405604690302749145699312307449344718604761343333885941595439960127018174,41572171630468934770432626415219342445623797432196484394518524997343364294565
46531581633413760655939689958192244068284024288628207321563009612851993382303,38870083802321783070753560536988481999084105678872853669332373140918338502410,27725411087870712665144701636598306753675605954240540481157406819397056824722
26024463691941959052129740731181888698055610102664658670495654032987228632873,37238378397862211097009012559105400932297727554636887162147416416133254208692,56182215318133113900439810191276526121625755877656847581962311047144908523383
9147757465449636255282021440662145717490120396716810695948666255855253500515,21920427990940170207449757830638749289557306382670172485476681923440633350450,24237808586711980876993361770747513159994632855200856855871459528607056899221
9494971593321242798157014891017458379934604596541751401893651560799766878488,41489903159801015531226114141152842235355862984487990416515274836990085316901,54293447991403520055411674403899180360028433039229974119617582043020453966401
17041170956240461927075369126504816821758505698387289777640634559813361119242,35470829346753108115288075531124114394665555789644103977700043919134019838979,55363802839458870179513860032333828586515042246957793747726567697622289798907
5085311477726677956812808855918352553077531358824294106325380423203687558792,37109050613088385529980025321863910281694239001940132008782950591392795793824,43063708929664053867071384010105226047755588524168811688722010531263744898954
28657905831925558245750702177366146502097913013033888917891168482966721102386,57813049361621507779897263309212741377533297987312194343854252119009979017203,42687068969288983287617723409538839044485053155868758574756095583580917466857
25400869625876314720093132055028415098147471109480971907050353116145822757462,19103429177671579650347002858923151617025189461562573923897383382148693836712,6627843724911017176073751116076782512488244967434125319883428212664313924002
22820391061260863059233620935681618477512531583276670300784187509664196299435,790091747345389081462579541201325008559236067410243900816374165561277055949,48033693789069551140318560373460686311050101261014939349157678302418992798386
43212284923866163334621885857120539752364351461196120353895019408329572130306,9121299468922170262097947679180549123345454635887883196262049714237224708554,5671733114768638989514028872522362183546530261308178526490661792851068596275
6012791446849106707285202648627951687041068151373956887211573053042928576444,44214670627962249107843771253056037137242106666612073758514444029551664342106,46128325397191894925849186044309059498146471120765120796311415065917460350905
34515091450025930387200509431674329636598681534260428671168507377448831560168,46935431845836179955249998142555000494588545510289162503330346720491379036542,29032754531613618248231356081022327365642394981645466582312030774874663706863
49751239380197777175385357527983468869922076104263625111798221393658929942203,36833977506720198400888372110711744253141826749245945129439826491239235567036,46879868551201618056346539822078728332812847666325005514426046200938768444190
17879578445171011263160561178871582778738848058910309997056547725210508699935,44039428626134577509172305869738472524377928898391153156991743656142990660958,12592590135739595403925920768444574169977224360941626310640865399408717582073
14142598114418963693403539074568097581543561350099908717467200294153510012886,26570930829823681913756420622708585451110061762884899974225616831977625235084,17028156583396496412547506377074602254478620197978556606746665168153103419857
36724055323584199366815864169085249555574407142316111358012114854104508242171,31372112462260494914604818289258207402247551915018879825029804000566001570146,35947585030683578405955750446326170176497443746840927180445362094047549752438
48021505025072743806974638207984321306706903158067550095672444216651573342746,45638830692079837423823870368774144652733033798703853263603242657459133684667,54911228858985453140175513755000920510951678714768281775754138387773737680149
21588863581144897299352226709182337605959986941375212856019723716884290525696,2892832459403087872452143448566176763005700330261002500553456552848347806993,9825170693064634398414882774181363331400148737744542414165185868246738227605
56441725481597173928758044385545818434963927741083371848500526825791339325861,5077609679956667004670212860235227622948530491114180314533031268214947261608,34550370648853416923429550157712065679069395120189046794405564899026489705483
2642208375971044096487240870796093610054781933749828708742611870012910703584,40156833451414507946403335847867991666278540733144752765385754151295578510048,9104378564660068335011474971607603711522311435404583769291139321963972078192
21000262981067597377761810833867295926033493564419921972671500332196536574744,17755564735409272316985082805297492695288598960635260170250207909272181772943,8156001327491890200033819116338200036871349645473742652019445604971280278542
10147042318140477776091890246617584992167355325208553547114377732805292891889,30589477661734679130394426508753725579918243585426870687274727280663284701826,1275781424538442976892344120925300997585117652795405979474741211293878376780
24805406876268135078821294561504539484715910165193696275413674262064583354682,146122997810848815636926289772794007625412277629571976480105724896735720916,32089596791148829152342927571544673368381823112835303321957212517457813448814
26867122304899262589041015956361979987009587091025384831208080713234626170118,1093743096345484292506044817198114104929342870478931858804076903633601409217,17500765132613371519416520843274186308503790536994599084963530326858764504306
35370143367397922820153918285029532354336970301298766087939822438572700575964,12160133247115552083524064097290571154718912020199690594440294257442707659600,48087569914625288268175961529772103985726565816676208906019755006694171550772
21425941997935757197203785539317529839488358681175218215150033864677124826705,26731991545434088894571090729512346748775755657727653360285196468342838567351,7399142715601218841213813981316225614684398220321931881991727722452351423310
2698119781166694066154572309314038198557227933672127193075574088714716051023,21176693484828602619202838455599116512267947447712679912869770427087758477867,25351492831687204592231722273347083590062386795989935724606819344432463825469
17823209907559275128784255424019160292992781741514721367802689986496897579073,20228274140669670438852576279885287084770919508750209244994031889404595761057,34557441328011070406866409251656974743405826859321856752264740139064174944996
55262964233926472342453824459812939590369868679026100671633319638045444964275,50108505991473854154568619793949272948863003466560426199374979157854776550240,33503275725857336087494208329199496524275815052627927294564727443292148162967
48650363276402929385928260176449483891976021943067973956329968106768469177395,18672794578678609006186073136300576362841175193144109640165953283677163495254,55223518396470063216517654453925898190003880729186153948816757427252971631557
51291826547280068679031972143380241924048057501330715710260807533269957443862,31079300988081138411524289082810478544566019379370036121037395708142837063374,14084375733924593092085800371515456844810828321289855476871948435485451094752
28756529891488017007937347359084150839659087575166165930395378383256631363966,2425209636299553920569396093761617161643972307652314150237687736957319283031,41954051333755481568892779829593915224987694259774884939856471628536682103743
26306162732277706365871856355952467705474797036835849444428629871122773021915,34656784150289518034973429671068086224493617539767161967262118188272404745160,57651234751602648357670032258257693026398098764961234058974600629292672641779
54760646983589703732638477287317519328615102059598341835306781963057812645748,48157547749415131527613636140646970830887551011932300899481652029811326232375,10403497914825399994588083988296644290137434752873542307962012434511586555960
15457566426427558387138154398323608721207355336940627965550368355461902941779,26369852790868104732496446832713308537623096006932009269075141522793469990105,6049822168907955511840501621477156603526958084233272644451843578018423583313
57128271678593378947191640462438503685119704351673891902167070404896235880729,44974898644765064916812417979726350882597747910870889256538861656437967146072,21853330584037193092042959872192220503199297411039495998210162034973440850821
10036516047561457109978861655022496596399895375755478290091694617517996313911,30305374115585143168469734555831660195851410239891852931214707143274693594609,4521615325899444385582034595663233559424425978826372778758073277826509462993
24033608358331996106316306473134969343529100835338087024525093775162224652474,33231246853732705173064128871343109276699808918790574420664839924733998541326,20868660160363060182976325958026678763328341079987637207416509247525359716807
25807024010890516786457617620349266132664647757459905909933232011011707771439,55032348378685110240177206098279238136627726644811729065847768151776659496253,2268821278971062710981112809376910258420013495439642260233215724228249298184
46849397123060533039593868350261886780655632524878927524570576272171053312912,20356566191800528383769502088041906467166399862591653093568248555944318890564,10303510861096069331451543898115971331530930919445800849491994090892344645820
