1,1,0
20209608564164403006754916766365225980918683585569394796962677939481771648894,24950600335372111801696263401939184187638636455003698001316613391760867629389,54615656721442350151770789512879012037664468300512548565328383204406668716647
34304546861143416118214615314784381843619289113050897347597394279248429365013,7846538167842281816607793787792279442504646364321944205659722394577642783414,52634546837937774187277607390201023264930817053977861678728307168647555371033
23579723390252807035648262666027904230029430998429738254106001539801916046858,23383628624129282306987119814833540837498655176084926976024718713317526194690,13783786894242271732306736600423330611327454946856970932574977467797045306577
54949924780431564989810370236737872290914497762622639415778227287079929751129,44285932191231458610565319673191882044389782384136217842547316290490385602126,22114077395328349846788663230182233398829900066486772596856925588900567150437
16150531742405313516852055531031249625332188348093902802268009652775078798123,50749231025816168369907850882981468051608784544656793238396876602446326359439,31442018255955103516289551516198817354316934861701372789571301698529229654091
24986828247196416109386331615278889022042071780384267087559657251794219261873,23068491378673845291991982023260499445800864639630079679103454755366117401644,27176997811173721695199960790879605069748371130777594692411405780232389254834
5026545046832355996940534303522331865979823552384357269648378577922562311550,6060262282095647727395275183230618238250586080553304891547451900933723165344,3473259879397230733429515800465329106808641052128185559964103814460054300245
46334640132199064528814570231732747704434017708226314718143672252786585194975,14609596076127018373436322927378608156311705589889010392261438699653542680289,18372553806001315110432993962362977423555818791362545304695525564637557703342
32130748327994967852427310000929557874558744581360395495489532473145310104740,16481758546128719349169839677894034768585175366702403499571320387176286306418,13787261458099327067597817430794448616488348458584559165306232925655073022644
37597526372223243091079194520878710953900217152821042787443762933009822718869,9760634918616773894222488174032789534396639465340584706414751618265051277685,25120806625864525787377794986832758369453126295553039530054941574795532759103
20422993293843367579506528531858290603296068259227307637174876854005993968375,20370691681424745541818190827290282460373036076209406628869231428233557102589,14303671002496485056347156777269720069564569414910460988020962552671820957396
56706905892056944053654835736122240284631140964853069931912691307135098180124,49940345223600798470196532542936733595298778652789638831833170354014807055721,23223067349476451732749455415792846086053846854305757205555052185717338659161
30527702577681064879152125008058547413069430584951641951689141799061437120645,40153047866201705755496053399484139206896211848198116715287399724442243983965,51072827726639802636032149409002783630817547216396670347944488499263964146508
16341044856907874420632390553922119280399120418817651344332162245826011745682,21395327799555062329269166197654422689855728508302691758184882778394253403437,26958439421046301539919753157881732734984402158009887094336112175891173037499
45731527416827171884937110272062765047913204635895936358441652966262387816055,21046240631318548031265252791265005258935252300100213582094535517675988781924,41534708569774409908878761237080730613266178977754800910121342365035696617581
13960601663282479681299083662576742613685112540283620949532534289024791540936,52694793232122176656354814090675818792256814394353032016859845371058160994836,51348948536414695380873169983964843286916421970016774481152393992099998075077
19143884776002755215860734028295249045902341670256569822146656837499667672422,6929566449549762777187317914111815725702130433843240803660313247400047889493,48384763723762332113923125043594005402265293419895331985604182394300322128010
12686925800181922147920326557971338628481822064384465605800742193966159964481,567975348017598688849965027822969587728168011596697253806829132691490247807,33129926153077937525395213684945199285497588356803682818870072410849401038446
469662440285874620651511810075534389874600653274758568588919467121776748530,1445034326480870193774725125779765815997347442033410721526950910874722596227,38336619308357975073585411187986419878802879173889848237958140733893817117571
51762233249475462459256111882142518398144113150733326815685359644564107762010,36623775496492221547406172662478480542374448008060636124685950443482764464982,32254052825635956485532025845754145233857695370754830388728131116760429225049
10446365312681580109364703173892741678713834129959809013601331393248194916478,24837798920947211480519195958538147028102585064139557868923716415241672015931,37610469589215200468360977230001668735314596650716293862691848722928992542016
56818895800612237831751993072782270575081868233760498555492181514639703366552,45796800845383576899048844593647212568624897307624407212027915069927545919803,47211685012135023286131091032133033387767420257181014172049825112257092599609
24990494666630047782114969784223130929466701582098707515521427030503828281413,50585585160997262708132119802239237397404892272857455944054792182322259303719,31711652544091153572656158657706491876227447550144123727032872787201889297795
6168481190279267706827434468881917530292586710398089963816643766191959647209,8369899815408015481479741622845136214079701499995464406170632621142069281741,52740673342230069632088048574409647527805793433414078800180410128791085644599
39951572784681056259175446372012061559250243964107913442727262413040158433780,7227884262152853224110072640807623951708451166575315993339418635978090712494,7681361981817982711147690739160314817654779108753014114532747490659470500337
42962497291694279318130362350476492681463091906030123527311518096433807010770,20973663362304439103066245155783939027230109800785743186080046491263670141295,27480984646298165971866557572565364212246942551357803728608741922059409902021
220780661782864151749439133998098127309239884223394885924166253841795695406,2456508331076462890356282071645500773590671592946791784757104169307285855990,38702699891831761372857511129384484283616189242041361007722356027843762057710
24148613276255716789458480876075517072090484352754913631278515212167108583388,19854545097154068351778156689803356820825025559506415741779784127637351487531,42740567857876177533237291027489300741258515061435403995808539853428873885050
30778282095604302587911519924515098279912580960718798565950982786018189893988,9502643299891298129034890237120689970413574531171750147518611847025961363335,15006587415483805459406052559081109195852742166131487927744595799889022776833
32532688708644391109807410863590286204285886265425127407089942999900177363614,32067983031245089446398400975930775292968971932649503594010894689219553909862,5733556601883349067587653928059890419051206849422096498753270663380657025205
54758986375676991357871191547919433890841065946848842438686674472190418750739,18817988795110136786995291746046573293745585515770131407329419298529291875016,50636755494885541319988327213258969319855926771043814635584876450142481758317
48020998390115283752572597861389314773293287305661686756846879197089114720161,53618134455976342586943256638745243821753066715777830356475293426649022144514,10616732673117044953537937967417349741301807186683935160155714978060458771400
16598849226620201178924158442849349435923348412652800597317090564883160247561,40943185192271834564701249210871242065926193431908394791681715329160442019815,51807988071368978781047156884830924150910509492608836754387027818330919814841
38315470414743226017499151922380900422667700046605799761413772386477573546116,56949522680681226646503987629786351271244361445673728470052951236220946007314,25207007867739045573101221381721289628020088815476417528168138518671798187939
40530879809757408218482703007186435327959051969688271411592316497600962037330,41722117826600788912231672105369576693832255723561937007183643828187746327326,20926115405450504561942841520948805064410144274368237871614397642478560109129
49628493449213298114243401223767502264348992103876131118915726071441914741731,8077466878678992725424665612056836464271050489639846736753768705762061334748,12234015609495886801952143242114496652283719988931384063317520545642283755868
38133967256994303587689541363912785708120452566249716679860395100709314532525,40996249235135559707363908916973635787949765281912628593088630160011632472233,23316692439351738698706873413822298022409191121508650237673618339078346608215
19864194547572912961379148245917267790556310760675733776741915396291751358730,20398688460651164343212485456460658917708529811711288250248179787990743772789,40619185242821430089955801432728108737993658066301899936117285692651738385545
38046314542921637403951336930382837251184908304865753927439795125313531949022,9026885866524155574202813955772752564557632331038632639193221694424734320762,46534379075511267747859305579975550798818548511845113965687361372283205579871
43093427748708802199774598181106490987159779608662734295633683643907889137535,52276577394374451023636155017949082680533519628966003740504478768891255836379,20341081566195539391034753703812821369014739445374269939807889454181350372493
38253554635279777734088692629045363708153535633748858800081084622418600707024,21486630396762572235552618960086819422016063328294585003072277892995528711079,20852131576402322328774059339312726713551858896351892457655716402554076525960
26521400900421815945337598305290745967329043677866960400383103335565194960604,29151283745525269770771083998672486847515940637129847604514280811291939094976,35481470988501329077191528441407391812965451078154680755161537811000708999293
4493404371516018659076219789208682936373389674189438407402568817324417328591,51569640487904405453425237315056616045509967413740057866674055722684381153812,20019837958223810357509945582124598624618271757510573859353423853101350200691
34371040910635555868097986064569615391477903124189396060132758545528808598811,14635112912406018096494779333835227854190393212208528027989241656799273003940,7231839972470234949531209773953725392487741636551638430114956049007038788689
16754692871190747774365871277065276719961610466116066556499679213254035501272,33776161994201087485648791075187362972386370848674403725646787666203305426586,52502107059090982539332068383903916416378658294873516813184339747545040807577
35164759546635649890300192469604797515377726900390313944218504055729360622336,10127936811227130659473526867199744159400065973528224671821825258578637915797,20758064211832068808744686420789314485274088447984406091947006517321138649810
14527331643278986712692730637582575340066465490625801744453690352156363922660,9633802538299825700532784885317349464612645428953443795679097491458377700873,11291236653866232967487751546897991845131640523757194035274969063396104049279
33039471204629341713473290692490533076214007872939417087924682456549930011052,25505519639364971173932623625990733735196462744572155892010574747978499151081,47977592691514869200338875403072068132292967413255664248219890382509785054347
14553996533966859754841991710109121324967316597430911071132754056302718935394,23530563188798236324090201360300340883942862981228206772608075131825305610883,25299450359320581140069262114296757781668261942714700682355471256507404197745
22290490112988928023518850492713903768962808380770252878570066272078511982194,2638308415613318377548296889285527830183142011181987282937200002827783485720,969356627958319460679633316117846628700075740228333332079693444328882800097
48382961970876471480431066181123205839114438205772906472862657446122850173445,6501026097371633506734527735236885006768675041372375369222203286727936261318,39719233035311662597925129708378892328480798949631979711546792727040688024087
7925542779602532052662989022444221773728154479010478973108654217820756018050,54901662548039148242556097420488058920591700439586499509689575027582865936817,2164451710217245525732371973266613596842646281756572122078992773297926134307
47826432588904559478556590023902950280606495298335565622624235927033910068830,119462837601528851491830277625163737064395654669094269064712589177821609972,18839295347186540961341618506560060931430366503373646967023909388720887696442
53453367280827565608451454255190265554766543240104079405766757902747316191599,30248468533728082453365422351741340213930005357111361038158034622017195766988,56038727028390716648844228493273720846861462743720775303260957960124256908360
37338863956205118844285136510934595857063216920459928791897438711289133517539,52342046834262198308397156511080012148036292009745079227727639636146197978419,1619132643799966512392693716951250132491515270092211986250331474542167490485
23988063887810947392613896208439375239393539042462721950026869565693918820977,27663640902523453269974374583597113646787934567307854444622484358117135484098,55431094658054963645120358182285299489727051172140214347243967338568068507520
22904335980999449874073105951702838801083540222999065396155431955573194671258,40713618891880306748151179364114948217479005156005965629727859647825910250399,54872742672127775129037684686940199551976810714126888994420396352332318376498
43674042515342847454935880767548092235930227303803825527904139177154351831091,51904502978986920777894746113873149689362012033053105413021258885088115402464,11816093544752440792707766838289156936256255408861048342215573967954816524592
51448495902189354210225476295372996338873401940295852191892188723991505962382,41956770970660595816406852934526426645044772360500047381176714226860595349202,57024346237985202901401370993988549374600032665335541379904600848307079599282
22396168911058843324002587599130184504745235904074954289431788773907780038959,4552756819721925395441948807092400537858091841072332155799605820682569095328,7642556698512282413808268479943987490461952409030961634265508105518151455761
38364336575963136078850619743786831218008705352961910311402324514096619188099,14111953098715302228833522835984014429095951585113555098448771836420070167817,49805545912159726307333118513884648623596763828465370912292312700643145386717
24603125290793667775880976831777668976237729540204861859216415433954905752524,26249459544049008409046563723379564982568102237464716112442692172940136974006,23795167538555319275073426218348648357067411195987524376566290603505555386194
55036966504567696039811526508070999171696599177315593110801148340778188611579,45314526462393418764284980292786874961421386793421878519765683428046653390713,34735485694184451692071456003470101459387810870895902043191192576168605519436
3324888122149215313041767237650447406229589719011378608941238012281379189179,22852308860485847267333257790699068186606845065452567047707202250590003753889,43706220091011246383479056369664308094539010193203613159301220233866833077838
56757699434064360581724518275779146590908673646571013034918436179210327993186,18379535766178709294711426127318277633833778930399748148929495470453719634664,6791756347586218841163710350175478363958469223277492476514696122648405896977
9116542329762906654557742591251162700117022326630549582760620066212930655131,43816583162404793621073739348718789579286734948203429493016992704345231673099,1138675051363013844184849122973663044022207579137649987276765730098671145365
32209697432099660080636865796191616112735142366068455973438082668539221098207,12432498700816400082097432069714045072031522315478696577803789073081074221714,44174352042656830122679373322085182183618128054574948036375325535930449793716
2216116875118063657703543232073746108383958239481575615036248166423231158281,42862669937008659451745109228935187832916708366594506292300977659066059292495,43887801910378865701657806922649922291788648593802459484091769187589480667094
136900543081190875100898578776309221501360117055450126842987077318380290182,36752321924481907055465102745194810393249996762310550968838826195084002801160,17696106800625176089712162215923860534644904659176221354839060403510290283086
21353047278256883248542934351604736121057774607208552876167757899062152259245,39744573230714776053076314459139384829289852474018350867982973168566428224093,17573437406365464193447023049123173693647810603356608745857957698007868560425
32010569890675396321910324198963718885864245089632571313882525032956904537279,51430840644763687333672172885614488943271820312209412063783558740500525733784,42928054254583360386125614064807049760359877074971980055584755538456057078580
56431217906923575500119286534278484699499618743215092648809770185295138775011,50191854427889444846300633775792430017396320060212937475805475878612011612956,30897330299487953840962788708718755201725184591189361704879359087235566411165
15346847048696098103223003458314240865199609899283295120146206854817268051260,6477289928478454069265928622757721848724600991131165289931804208945364746797,9356605782958963907790804366972518833739442470468212346912295396796540179540
16009939096965144204662800508520963544805425225005693649450030810767927031658,5852654518969981191606269486839276125163095613788756868107393145316263422610,43120178266551515321758426524795544578898060709628517336141299035654610561990
7284532564142025536609984461852905809083121403864628409961561607760948174948,32981062505181654876189737764868046684070387290731880288790863031396140726853,4940437175512602989427907076594164668594503884860585697018311153290463861216
16492604985975776403575302646543968297018570633257838205680630174259405522619,50562415597623934273575038102396080838064467380392853273917514457722189953523,11023280809024162199099624413317865024431140839037993913425164625051373328730
44950301970471192991292793573210101789650307233103605524170211439146009047206,11687027546714036509487429343266760144048094161218645082004160570431943600713,43070563548117544931362040715574136895061874373384565037621727757511679577453
51842047164245688424086844256979122611584277195919248703661922310698091076304,40093176525065420914232619796456589816268283164015360661129511231684084927667,35014541819461804791467235963131290576983151673914035364603424075320136781899
6713449254659200083099693586477983354052539518473255381635636327364262609147,31983665433970046467724883078798693857535085742098755689536713348751134010329,32450287278160625286157755022850174845843646527468444463160997699418164072400
15445876685691184055044544054093924669231536492378401555503546628120463707941,19155806238995519755802243662568982528911231882596010997848408696265017409960,53440215791663452475592950875583531550746768609194615912017146337815707429667
1154386997501779571092531515011093679562479001302692861809681968148254127365,48643285384738686110970690717684598729105433998291507851758575095869001979499,6158005263334416421715970415507809808219225992558347753490381853795686340023
1729147600375280079277146237420404397723300345374409589378539280613665201226,20078222466564801120393577106160855568378483932040461006229117680679343640496,2910565025635437629380782215708662417380433225877297899071582762262569277692
35065955323575950667113316678539946478227896895289539356099737819464725884670,27022114666505900626067310018771751694620316822086714122220156792426750212639,19293245320070752023369067818864429426400287655041327017033635265462005340867
37466433703852063039665098147605154934509221007989692721170038565921576088978,50291756796524802890453888827205712300551165993632364586737970680790011752779,1220432319521766726546536664563920089520764239861827103187837669358318949853
