0,1082640123928843793,1647232.5622779
1,15736107457012425303,103208.21775709
2,10332035616282881178,42180.86370656
3,1206066934717565526,40000.10000001
4,13228406094753428903,31900.44630813
5,4936768087033427751,28410.4
6,7019166499909756177,27453.84270396
7,11422608110061917976,25804.57000001
8,7161181095804328539,25380.66577217
9,14704564321209239184,24999.90000001
10,5782535808456934548,22961.45648887
11,13251100854982538422,21999.90000001
12,17016091065387043122,21057.39077112
13,1302306842106420153,20707.28000001
14,17941846626839460575,20371.62057733
15,9950239203754649921,20053.45146574
16,7325552709847434553,20010.00000001
17,8544526211803227418,17499.80000001
18,16588354045297422262,17215.49748792
19,15697288113372150126,17000.00000001
20,9648606116772754233,16472.30562238
21,897080851239570283,16472.30562238
22,5938489929104032611,16000.00000001
23,10734645371765467008,15844.29775759
24,4999968298639743410,15220.73950264
25,64596584173609374,15164.81389301
26,16891565154938512698,14499.00000001
27,15518025078029587216,14010.00000001
28,5929500495595394589,12914.92593001
29,7565573969989690969,12079.99078975
30,2613453829589950750,12079.69078975
31,1022894404277600089,12079.69078975
32,2607374913461978642,12072.70000001
33,1808194174419135719,11654.68458071
34,17227795449516052946,11530.61393567
35,16607167078284225889,11194.05000001
36,802195886152131844,10981.53708159
37,3127622526209142123,10099.79999999
38,4083778225546065382,10015.60000001
39,17043134071007650837,9920.03425344
40,6142899538166708256,9212.26736794
41,15869049658719701223,9140.05583145
42,15774055010000898011,9122.68936306
43,13041659829032665338,8832.30003936
44,8058735498019089647,8335.45248043
45,11477311624639937675,8181.50000001
46,16270406594874830846,8005.80000001
47,9291455766228603904,7999.90000001
48,15226502236877687527,7965.0242466
49,15363383795134415612,7842.61922998
50,14529739043049965902,7549.80674401
51,3378137581343425941,7487.87542425
52,7887871310312432961,7099.80000001
53,2191494429837718409,6843.47382192
54,1841681596409580571,6800.00000001
55,2952428205756140133,6699.90000001
56,17820914026911361041,6602.38123198
57,21791137686681601,6563.38530678
58,13533606703841934947,6468.02555222
59,13240918678204513972,6440.09250001
60,5231869486914668070,6421.68872001
61,7911052492080552568,6314.38382192
62,2398759069553138106,6314.38382192
63,7264683367463973317,6313.75238353
64,14301022928989982140,6215.888085
65,18146870668239647131,6119.68496091
66,4040151664970046453,6039.84539488
67,7502774612234878422,6039.84539488
68,1777649771622250904,6033.53866039
69,12605525936250244013,6014.80774465
70,15621377454882041621,6005.80000001
71,4915653099341065891,5906.11096835
72,8688640754434463306,5799.90000001
73,1121670563277978528,5765.30696784
74,17019745182756656480,5765.30696784
75,7579512159042192813,5747.12232486
76,772369268530152942,5696.00000001
77,18419223323816414442,5685.85631001
78,2476703938900537790,5500.00000001
79,18342346105935328490,5491.67448393
80,9392680910146715261,5490.76854101
81,10322325745221803195,5490.7685408
82,4885636729996391999,5490.21946393
83,1926330599269572046,5417.36586045
84,1704437436652111617,5391.67091263
85,11967278228800567782,5294.32393548
86,13190334590929260244,5284.46219267
87,9826739843845641284,5277.81764825
88,2409182671204764447,5263.7345
89,3642991962606738580,5199.9
90,1330644975843334490,5188.77627105
91,16839870647821815540,5088.14045501
92,13079677488137808296,5068.82491049
93,15677446532857499566,5066.57304821
94,8288237870776329908,5014.6495273
95,14228996784371487625,5001.00000001
96,7923500776648761442,5001.00000001
97,17462024482604173250,4943.73081974
98,15878250961473509066,4933.01022534
99,15855203031824678998,4917.90018662
100,11645798231896479539,4615.88305085
101,9138284753265699234,4601.99766247
102,2114198302705659877,4574.48421297
103,13799943864933191255,4569.00000001
104,5448141490567213765,4543.36666667
105,1482272782643790909,4542.08344612
106,9105593701966351404,4454.72875291
107,279563709265597712,4454.00000001
108,16804155737341206525,4369.75566505
109,2233512764612113324,4251.00156804
110,6550429041428623591,4244.34739285
111,5683871707896310460,4244.01027515
112,12757000935899904575,4227.28779187
113,993983194428929858,4225.86000001
114,11440686812451568385,4043.82500002
115,6498310477196999043,4020.01000001
116,3964204603451467982,3999.90000001
